"care_site_id","care_site_name","place_of_service_concept_id","location_id","care_site_source_value","place_of_service_source_value"
10683,NA,8940,NA,"017733324",NA
10684,NA,8940,NA,"865408296",NA
10685,NA,8940,NA,"048819155",NA
10686,NA,8940,NA,"426464589",NA
10687,NA,8940,NA,"597222550",NA
10688,NA,8940,NA,"499158808",NA
10689,NA,8940,NA,"489491184",NA
10690,NA,8940,NA,"782667668",NA
10691,NA,8940,NA,"034960354",NA
10692,NA,8940,NA,"965072902",NA
10693,NA,8940,NA,"040996597",NA
10694,NA,8940,NA,"183044204",NA
10695,NA,8940,NA,"501905733",NA
10696,NA,8940,NA,"123643123",NA
10697,NA,8940,NA,"049214993",NA
10698,NA,8940,NA,"512327356",NA
10699,NA,8940,NA,"446209222",NA
10700,NA,8940,NA,"160151781",NA
10701,NA,8940,NA,"683753661",NA
10702,NA,8940,NA,"653430619",NA
10703,NA,8756,NA,"4513BC","Outpatient Facility"
10704,NA,8756,NA,"4587AQ","Outpatient Facility"
10705,NA,8756,NA,"4500CU","Outpatient Facility"
10706,NA,8756,NA,"4518RT","Outpatient Facility"
10707,NA,8756,NA,"6725QU","Outpatient Facility"
10708,NA,8940,NA,"246709584",NA
10709,NA,8940,NA,"002767036",NA
10710,NA,8940,NA,"637830045",NA
10711,NA,8940,NA,"037945049",NA
10712,NA,8940,NA,"336496857",NA
10713,NA,8940,NA,"249995535",NA
10714,NA,8940,NA,"548704105",NA
10715,NA,8940,NA,"205409004",NA
10716,NA,8940,NA,"743519913",NA
10717,NA,8940,NA,"225887191",NA
10718,NA,8940,NA,"642671149",NA
10719,NA,8940,NA,"719962732",NA
10720,NA,8940,NA,"803942295",NA
10721,NA,8940,NA,"327815531",NA
10722,NA,8940,NA,"870182275",NA
10723,NA,8940,NA,"843113559",NA
10724,NA,8940,NA,"047017191",NA
10725,NA,8940,NA,"503117297",NA
10726,NA,8940,NA,"496604386",NA
10727,NA,8940,NA,"769073192",NA
10728,NA,8940,NA,"389712509",NA
10729,NA,8940,NA,"750881926",NA
10730,NA,8940,NA,"553085607",NA
10731,NA,8940,NA,"559143825",NA
10732,NA,8756,NA,"3901CA","Outpatient Facility"
10733,NA,8756,NA,"3901BH","Outpatient Facility"
10734,NA,8756,NA,"3900KA","Outpatient Facility"
10735,NA,8756,NA,"3900GS","Outpatient Facility"
10736,NA,8756,NA,"3900UT","Outpatient Facility"
10737,NA,8940,NA,"927612858",NA
10738,NA,8940,NA,"875983819",NA
10739,NA,8940,NA,"632615323",NA
10740,NA,8940,NA,"204989153",NA
10741,NA,8940,NA,"478491352",NA
10742,NA,8940,NA,"475780553",NA
10743,NA,8940,NA,"222559796",NA
10744,NA,8940,NA,"364446454",NA
10745,NA,8940,NA,"817654815",NA
10746,NA,8940,NA,"685659527",NA
10747,NA,8940,NA,"777802495",NA
10748,NA,8940,NA,"717396170",NA
10749,NA,8940,NA,"208250468",NA
10750,NA,8940,NA,"273420529",NA
10751,NA,8940,NA,"744347447",NA
10752,NA,8940,NA,"286950213",NA
10753,NA,8940,NA,"077134665",NA
10754,NA,8940,NA,"016214818",NA
10755,NA,8940,NA,"609677725",NA
10756,NA,8940,NA,"165018537",NA
10757,NA,8940,NA,"157384938",NA
10758,NA,8940,NA,"494042679",NA
10759,NA,8756,NA,"0503RC","Outpatient Facility"
10760,NA,8756,NA,"0502XT","Outpatient Facility"
10761,NA,8940,NA,"817202202",NA
10762,NA,8940,NA,"283608089",NA
10763,NA,8940,NA,"797455185",NA
10764,NA,8940,NA,"018202186",NA
10765,NA,8940,NA,"285468396",NA
10766,NA,8940,NA,"329449155",NA
10767,NA,8940,NA,"193216084",NA
10768,NA,8940,NA,"160739210",NA
10769,NA,8940,NA,"840903304",NA
10770,NA,8940,NA,"107347814",NA
10771,NA,8940,NA,"898207989",NA
10772,NA,8940,NA,"510865585",NA
10773,NA,8940,NA,"853815185",NA
10774,NA,8940,NA,"528508379",NA
10775,NA,8940,NA,"322584989",NA
10776,NA,8940,NA,"009705250",NA
10777,NA,8940,NA,"597170225",NA
10778,NA,8940,NA,"696126417",NA
10779,NA,8940,NA,"773460047",NA
10780,NA,8940,NA,"188714396",NA
10781,NA,8940,NA,"640172312",NA
10782,NA,8940,NA,"924906903",NA
10783,NA,8940,NA,"194719116",NA
10784,NA,8940,NA,"257739693",NA
10785,NA,8940,NA,"944424696",NA
10786,NA,8940,NA,"999387434",NA
10787,NA,8940,NA,"062041645",NA
10788,NA,8940,NA,"356716441",NA
10789,NA,8940,NA,"059199856",NA
10790,NA,8940,NA,"478622243",NA
10791,NA,8940,NA,"567039588",NA
10792,NA,8940,NA,"764836317",NA
10793,NA,8940,NA,"851032219",NA
10794,NA,8940,NA,"083781909",NA
10795,NA,8940,NA,"482484303",NA
10796,NA,8940,NA,"406042321",NA
10797,NA,8940,NA,"700507579",NA
10798,NA,8940,NA,"807878339",NA
10799,NA,8940,NA,"682711993",NA
10800,NA,8940,NA,"620180056",NA
10801,NA,8940,NA,"186488756",NA
10802,NA,8940,NA,"713196677",NA
10803,NA,8940,NA,"908183199",NA
10804,NA,8940,NA,"262872750",NA
10805,NA,8940,NA,"009078382",NA
10806,NA,8940,NA,"884809111",NA
10807,NA,8756,NA,"3425VN","Outpatient Facility"
10808,NA,8756,NA,"3465WV","Outpatient Facility"
10809,NA,8756,NA,"4226GM","Outpatient Facility"
10810,NA,8940,NA,"167201454",NA
10811,NA,8940,NA,"286758335",NA
10812,NA,8940,NA,"753722039",NA
10813,NA,8940,NA,"303216184",NA
10814,NA,8940,NA,"160842170",NA
10815,NA,8940,NA,"666976704",NA
10816,NA,8940,NA,"668942584",NA
10817,NA,8940,NA,"236259772",NA
10818,NA,8940,NA,"114433476",NA
10819,NA,8940,NA,"195824717",NA
10820,NA,8940,NA,"432118311",NA
10821,NA,8940,NA,"564658480",NA
10822,NA,8940,NA,"757414878",NA
10823,NA,8940,NA,"060559012",NA
10824,NA,8940,NA,"689888316",NA
10825,NA,8940,NA,"866538301",NA
10826,NA,8940,NA,"771415946",NA
10827,NA,8940,NA,"617362950",NA
10828,NA,8940,NA,"743844963",NA
10829,NA,8756,NA,"1200UC","Outpatient Facility"
10830,NA,8756,NA,"0507QS","Outpatient Facility"
10831,NA,8756,NA,"0501US","Outpatient Facility"
10832,NA,8756,NA,"4500GA","Outpatient Facility"
10833,NA,8756,NA,"4506TV","Outpatient Facility"
10834,NA,8940,NA,"647836734",NA
10835,NA,8940,NA,"532681539",NA
10836,NA,8940,NA,"454723160",NA
10837,NA,8940,NA,"140508588",NA
10838,NA,8940,NA,"819910817",NA
10839,NA,8940,NA,"540114885",NA
10840,NA,8940,NA,"375976973",NA
10841,NA,8940,NA,"886404735",NA
10842,NA,8940,NA,"490041119",NA
10843,NA,8940,NA,"533749647",NA
10844,NA,8940,NA,"364357720",NA
10845,NA,8940,NA,"553054444",NA
10846,NA,8940,NA,"199298835",NA
10847,NA,8940,NA,"693738960",NA
10848,NA,8940,NA,"894490589",NA
10849,NA,8940,NA,"320047862",NA
10850,NA,8940,NA,"163729132",NA
10851,NA,8940,NA,"094058685",NA
10852,NA,8940,NA,"792868079",NA
10853,NA,8940,NA,"556281025",NA
10854,NA,8940,NA,"120597089",NA
10855,NA,8940,NA,"067912429",NA
10856,NA,8940,NA,"100367594",NA
10857,NA,8940,NA,"544191015",NA
10858,NA,8940,NA,"288414099",NA
10859,NA,8940,NA,"174721627",NA
10860,NA,8940,NA,"701874614",NA
10861,NA,8940,NA,"907398594",NA
10862,NA,8940,NA,"793677756",NA
10863,NA,8940,NA,"902123283",NA
10864,NA,8940,NA,"454291782",NA
10865,NA,8940,NA,"025526253",NA
10866,NA,8940,NA,"130888743",NA
10867,NA,8940,NA,"856609434",NA
10868,NA,8940,NA,"060218951",NA
10869,NA,8940,NA,"278622651",NA
10870,NA,8940,NA,"464505432",NA
10871,NA,8940,NA,"994730061",NA
10872,NA,8940,NA,"223414572",NA
10873,NA,8940,NA,"292702366",NA
10874,NA,8940,NA,"268088490",NA
10875,NA,8940,NA,"776691583",NA
10876,NA,8940,NA,"439052155",NA
10877,NA,8940,NA,"684718604",NA
10878,NA,8940,NA,"496311099",NA
10879,NA,8940,NA,"953728460",NA
10880,NA,8940,NA,"342146697",NA
10881,NA,8940,NA,"430376896",NA
10882,NA,8940,NA,"409138071",NA
10883,NA,8940,NA,"911335599",NA
10884,NA,8940,NA,"100679272",NA
10885,NA,8940,NA,"511637031",NA
10886,NA,8940,NA,"253105392",NA
10887,NA,8940,NA,"850400036",NA
10888,NA,8940,NA,"736508776",NA
10889,NA,8940,NA,"657079667",NA
10890,NA,8940,NA,"918650299",NA
10891,NA,8940,NA,"684669928",NA
10892,NA,8940,NA,"206607630",NA
10893,NA,8940,NA,"903320567",NA
10894,NA,8940,NA,"811349498",NA
10895,NA,8940,NA,"950269917",NA
10896,NA,8940,NA,"013083403",NA
10897,NA,8940,NA,"728137272",NA
10898,NA,8940,NA,"149245187",NA
10899,NA,8940,NA,"993038679",NA
10900,NA,8940,NA,"504245807",NA
10901,NA,8940,NA,"759917681",NA
10902,NA,8940,NA,"427914337",NA
10903,NA,8940,NA,"682401252",NA
10904,NA,8940,NA,"212808300",NA
10905,NA,8940,NA,"200834261",NA
10906,NA,8940,NA,"237234555",NA
10907,NA,8940,NA,"567532340",NA
10908,NA,8940,NA,"816505264",NA
10909,NA,8940,NA,"713218768",NA
10910,NA,8940,NA,"655235323",NA
10911,NA,8940,NA,"509331592",NA
10912,NA,8940,NA,"861002325",NA
10913,NA,8940,NA,"724106688",NA
10914,NA,8940,NA,"078287844",NA
10915,NA,8940,NA,"754953821",NA
10916,NA,8940,NA,"696230497",NA
10917,NA,8940,NA,"909595691",NA
10918,NA,8940,NA,"690464631",NA
10919,NA,8940,NA,"511197846",NA
10920,NA,8940,NA,"941448877",NA
10921,NA,8940,NA,"748447746",NA
10922,NA,8940,NA,"257562834",NA
10923,NA,8940,NA,"292360579",NA
10924,NA,8940,NA,"586327620",NA
10925,NA,8940,NA,"445378411",NA
10926,NA,8940,NA,"315966305",NA
10927,NA,8940,NA,"879401082",NA
10928,NA,8940,NA,"270731626",NA
10929,NA,8940,NA,"849358546",NA
10930,NA,8756,NA,"2225WH","Outpatient Facility"
10931,NA,8756,NA,"2200HP","Outpatient Facility"
10932,NA,8756,NA,"1000NN","Outpatient Facility"
10933,NA,8756,NA,"2200GN","Outpatient Facility"
10934,NA,8756,NA,"2013KN","Outpatient Facility"
10935,NA,8940,NA,"013704391",NA
10936,NA,8940,NA,"864427804",NA
10937,NA,8940,NA,"925100142",NA
10938,NA,8940,NA,"891217295",NA
10939,NA,8940,NA,"525732334",NA
10940,NA,8940,NA,"977485514",NA
10941,NA,8940,NA,"278482941",NA
10942,NA,8940,NA,"177096504",NA
10943,NA,8940,NA,"012887510",NA
10944,NA,8940,NA,"354124750",NA
10945,NA,8940,NA,"562963098",NA
10946,NA,8940,NA,"822540829",NA
10947,NA,8940,NA,"276107262",NA
10948,NA,8940,NA,"310132541",NA
10949,NA,8940,NA,"620413353",NA
10950,NA,8940,NA,"580897727",NA
10951,NA,8940,NA,"152308654",NA
10952,NA,8940,NA,"280638716",NA
10953,NA,8940,NA,"579390282",NA
10954,NA,8940,NA,"207365174",NA
10955,NA,8940,NA,"660242503",NA
10956,NA,8940,NA,"117718487",NA
10957,NA,8940,NA,"209932026",NA
10958,NA,8940,NA,"023535668",NA
10959,NA,8940,NA,"921668202",NA
10960,NA,8940,NA,"512053684",NA
10961,NA,8940,NA,"521301622",NA
10962,NA,8940,NA,"527159579",NA
10963,NA,8940,NA,"574195918",NA
10964,NA,8940,NA,"304331662",NA
10965,NA,8940,NA,"017325295",NA
10966,NA,8940,NA,"841563195",NA
10967,NA,8940,NA,"619100112",NA
10968,NA,8940,NA,"051603667",NA
10969,NA,8940,NA,"124704920",NA
10970,NA,8940,NA,"192832926",NA
10971,NA,8940,NA,"807708046",NA
10972,NA,8940,NA,"178145927",NA
10973,NA,8940,NA,"257831726",NA
10974,NA,8940,NA,"090991706",NA
10975,NA,8940,NA,"582762512",NA
10976,NA,8756,NA,"2313GN","Outpatient Facility"
10977,NA,8940,NA,"807634455",NA
10978,NA,8940,NA,"147505143",NA
10979,NA,8940,NA,"194341249",NA
10980,NA,8940,NA,"273753186",NA
10981,NA,8940,NA,"457571116",NA
10982,NA,8940,NA,"587379581",NA
10983,NA,8940,NA,"876732200",NA
10984,NA,8940,NA,"898040853",NA
10985,NA,8940,NA,"816339924",NA
10986,NA,8940,NA,"210409370",NA
10987,NA,8940,NA,"786131232",NA
10988,NA,8940,NA,"492513119",NA
10989,NA,8940,NA,"559462317",NA
10990,NA,8940,NA,"016523478",NA
10991,NA,8940,NA,"744790717",NA
10992,NA,8940,NA,"854985624",NA
10993,NA,8940,NA,"003740376",NA
10994,NA,8940,NA,"956090090",NA
10995,NA,8940,NA,"114753704",NA
10996,NA,8940,NA,"393079747",NA
10997,NA,8940,NA,"967394589",NA
10998,NA,8940,NA,"839722066",NA
10999,NA,8940,NA,"153075602",NA
11000,NA,8940,NA,"949108947",NA
11001,NA,8940,NA,"052114465",NA
11002,NA,8940,NA,"332060668",NA
11003,NA,8940,NA,"635723689",NA
11004,NA,8940,NA,"788354263",NA
11005,NA,8940,NA,"601135470",NA
11006,NA,8940,NA,"013337139",NA
11007,NA,8940,NA,"219781097",NA
11008,NA,8940,NA,"480765999",NA
11009,NA,8940,NA,"248223497",NA
11010,NA,8940,NA,"830980084",NA
11011,NA,8940,NA,"340062524",NA
11012,NA,8940,NA,"542171352",NA
11013,NA,8940,NA,"975490042",NA
11014,NA,8940,NA,"713855518",NA
11015,NA,8940,NA,"970253732",NA
11016,NA,8940,NA,"437970855",NA
11017,NA,8940,NA,"636904237",NA
11018,NA,8940,NA,"090853643",NA
11019,NA,8940,NA,"588854014",NA
11020,NA,8940,NA,"335890129",NA
11021,NA,8940,NA,"181225992",NA
11022,NA,8940,NA,"851453077",NA
11023,NA,8940,NA,"027047052",NA
11024,NA,8940,NA,"690582428",NA
11025,NA,8940,NA,"632988469",NA
11026,NA,8940,NA,"904620489",NA
11027,NA,8940,NA,"426538086",NA
11028,NA,8940,NA,"314286198",NA
11029,NA,8940,NA,"164628031",NA
11030,NA,8940,NA,"651697388",NA
11031,NA,8940,NA,"850856969",NA
11032,NA,8940,NA,"405923001",NA
11033,NA,8940,NA,"246233869",NA
11034,NA,8940,NA,"642587487",NA
11035,NA,8940,NA,"255167547",NA
11036,NA,8940,NA,"617276169",NA
11037,NA,8940,NA,"726774436",NA
11038,NA,8940,NA,"325962548",NA
11039,NA,8940,NA,"193349385",NA
11040,NA,8940,NA,"471077079",NA
11041,NA,8940,NA,"464567008",NA
11042,NA,8940,NA,"926540594",NA
11043,NA,8940,NA,"598604956",NA
11044,NA,8940,NA,"134451324",NA
11045,NA,8940,NA,"349135025",NA
11046,NA,8940,NA,"183534116",NA
11047,NA,8940,NA,"113546533",NA
11048,NA,8940,NA,"850573546",NA
11049,NA,8940,NA,"165708045",NA
11050,NA,8940,NA,"670019485",NA
11051,NA,8717,NA,"2013MP","Inpatient Facility"
11052,NA,8756,NA,"1000GU","Outpatient Facility"
11053,NA,8756,NA,"20238Q","Outpatient Facility"
11054,NA,8756,NA,"2000RJ","Outpatient Facility"
11055,NA,8756,NA,"2013SU","Outpatient Facility"
11056,NA,8756,NA,"2013NQ","Outpatient Facility"
11057,NA,8940,NA,"706215886",NA
11058,NA,8940,NA,"204052542",NA
11059,NA,8940,NA,"317518638",NA
11060,NA,8940,NA,"851909524",NA
11061,NA,8940,NA,"331002333",NA
11062,NA,8940,NA,"083978480",NA
11063,NA,8940,NA,"108770694",NA
11064,NA,8940,NA,"313536189",NA
11065,NA,8940,NA,"942003651",NA
11066,NA,8940,NA,"008588087",NA
11067,NA,8940,NA,"106391652",NA
11068,NA,8940,NA,"685591977",NA
11069,NA,8940,NA,"163940788",NA
11070,NA,8940,NA,"581307859",NA
11071,NA,8940,NA,"098769042",NA
11072,NA,8940,NA,"176042951",NA
11073,NA,8940,NA,"435984090",NA
11074,NA,8940,NA,"513942510",NA
11075,NA,8940,NA,"520325869",NA
11076,NA,8940,NA,"258920267",NA
11077,NA,8940,NA,"868893228",NA
11078,NA,8940,NA,"288923407",NA
11079,NA,8940,NA,"985738557",NA
11080,NA,8756,NA,"1801HQ","Outpatient Facility"
11081,NA,8756,NA,"1525SR","Outpatient Facility"
11082,NA,8940,NA,"598727951",NA
11083,NA,8940,NA,"988407382",NA
11084,NA,8940,NA,"286290276",NA
11085,NA,8940,NA,"121441047",NA
11086,NA,8940,NA,"348488478",NA
11087,NA,8940,NA,"973851830",NA
11088,NA,8940,NA,"307250233",NA
11089,NA,8940,NA,"877417061",NA
11090,NA,8940,NA,"652674924",NA
11091,NA,8940,NA,"314372015",NA
11092,NA,8940,NA,"963793577",NA
11093,NA,8940,NA,"945939037",NA
11094,NA,8940,NA,"582274618",NA
11095,NA,8940,NA,"185327426",NA
11096,NA,8940,NA,"205682362",NA
11097,NA,8940,NA,"582775497",NA
11098,NA,8940,NA,"055565162",NA
11099,NA,8940,NA,"769838436",NA
11100,NA,8940,NA,"624254971",NA
11101,NA,8940,NA,"974631937",NA
11102,NA,8940,NA,"232230791",NA
11103,NA,8940,NA,"857275758",NA
11104,NA,8940,NA,"913423299",NA
11105,NA,8940,NA,"194551336",NA
11106,NA,8940,NA,"918684049",NA
11107,NA,8940,NA,"005793619",NA
11108,NA,8940,NA,"939407306",NA
11109,NA,8940,NA,"000204129",NA
11110,NA,8940,NA,"195702043",NA
11111,NA,8940,NA,"846217806",NA
11112,NA,8940,NA,"568261790",NA
11113,NA,8940,NA,"218894936",NA
11114,NA,8940,NA,"792418753",NA
11115,NA,8940,NA,"355064834",NA
11116,NA,8940,NA,"893387174",NA
11117,NA,8940,NA,"654376057",NA
11118,NA,8940,NA,"235082940",NA
11119,NA,8940,NA,"018766024",NA
11120,NA,8940,NA,"877907927",NA
11121,NA,8940,NA,"116918939",NA
11122,NA,8940,NA,"347242138",NA
11123,NA,8940,NA,"732524953",NA
11124,NA,8940,NA,"022347023",NA
11125,NA,8940,NA,"585017485",NA
11126,NA,8940,NA,"056964588",NA
11127,NA,8940,NA,"494825004",NA
11128,NA,8940,NA,"454846518",NA
11129,NA,8940,NA,"307667805",NA
11130,NA,8940,NA,"929826528",NA
11131,NA,8940,NA,"128950364",NA
11132,NA,8940,NA,"292543305",NA
11133,NA,8940,NA,"548034625",NA
11134,NA,8940,NA,"918509827",NA
11135,NA,8940,NA,"169276832",NA
11136,NA,8940,NA,"388025882",NA
11137,NA,8940,NA,"749977072",NA
11138,NA,8940,NA,"487278505",NA
11139,NA,8940,NA,"288476959",NA
11140,NA,8940,NA,"433800490",NA
11141,NA,8940,NA,"954217649",NA
11142,NA,8940,NA,"184864151",NA
11143,NA,8940,NA,"389344610",NA
11144,NA,8940,NA,"906417942",NA
11145,NA,8940,NA,"856628540",NA
11146,NA,8940,NA,"275100362",NA
11147,NA,8940,NA,"703683193",NA
11148,NA,8940,NA,"113623462",NA
11149,NA,8940,NA,"478280076",NA
11150,NA,8940,NA,"172755004",NA
11151,NA,8940,NA,"991910123",NA
11152,NA,8940,NA,"054765665",NA
11153,NA,8940,NA,"039978915",NA
11154,NA,8940,NA,"116420312",NA
11155,NA,8940,NA,"964525852",NA
11156,NA,8940,NA,"160485569",NA
11157,NA,8940,NA,"661349768",NA
11158,NA,8940,NA,"868985687",NA
11159,NA,8756,NA,"3900BG","Outpatient Facility"
11160,NA,8940,NA,"229909276",NA
11161,NA,8940,NA,"975574287",NA
11162,NA,8940,NA,"645959613",NA
11163,NA,8940,NA,"703550393",NA
11164,NA,8940,NA,"745825748",NA
11165,NA,8940,NA,"209369217",NA
11166,NA,8940,NA,"190280219",NA
11167,NA,8940,NA,"783360035",NA
11168,NA,8940,NA,"742678596",NA
11169,NA,8940,NA,"202839028",NA
11170,NA,8940,NA,"498218612",NA
11171,NA,8940,NA,"516534356",NA
11172,NA,8940,NA,"272542596",NA
11173,NA,8940,NA,"931358989",NA
11174,NA,8940,NA,"107949547",NA
11175,NA,8940,NA,"564366450",NA
11176,NA,8940,NA,"508874098",NA
11177,NA,8940,NA,"860490666",NA
11178,NA,8940,NA,"656189165",NA
11179,NA,8940,NA,"994740048",NA
11180,NA,8940,NA,"525764096",NA
11181,NA,8940,NA,"785157818",NA
11182,NA,8940,NA,"954511092",NA
11183,NA,8940,NA,"909671203",NA
11184,NA,8940,NA,"336156596",NA
11185,NA,8940,NA,"767263280",NA
11186,NA,8940,NA,"481236008",NA
11187,NA,8940,NA,"286758233",NA
11188,NA,8940,NA,"447808800",NA
11189,NA,8940,NA,"087821162",NA
11190,NA,8940,NA,"518684874",NA
11191,NA,8940,NA,"649604881",NA
11192,NA,8940,NA,"976764431",NA
11193,NA,8940,NA,"037224993",NA
11194,NA,8940,NA,"792134763",NA
11195,NA,8940,NA,"520592477",NA
11196,NA,8940,NA,"620833979",NA
11197,NA,8940,NA,"872989184",NA
11198,NA,8940,NA,"869883236",NA
11199,NA,8940,NA,"048811162",NA
11200,NA,8940,NA,"926689669",NA
11201,NA,8940,NA,"788242403",NA
11202,NA,8940,NA,"033895320",NA
11203,NA,8940,NA,"192856529",NA
11204,NA,8940,NA,"466692399",NA
11205,NA,8940,NA,"203075878",NA
11206,NA,8940,NA,"440308153",NA
11207,NA,8940,NA,"162087953",NA
11208,NA,8940,NA,"928158314",NA
11209,NA,8940,NA,"985687832",NA
11210,NA,8940,NA,"546459267",NA
11211,NA,8940,NA,"083067052",NA
11212,NA,8940,NA,"620265274",NA
11213,NA,8940,NA,"569812325",NA
11214,NA,8940,NA,"293785876",NA
11215,NA,8940,NA,"402880078",NA
11216,NA,8940,NA,"842885804",NA
11217,NA,8940,NA,"009871866",NA
11218,NA,8940,NA,"855505588",NA
11219,NA,8756,NA,"5240DD","Outpatient Facility"
11220,NA,8756,NA,"5200XT","Outpatient Facility"
11221,NA,8756,NA,"5201UB","Outpatient Facility"
11222,NA,8940,NA,"093566999",NA
11223,NA,8940,NA,"616642103",NA
11224,NA,8940,NA,"865461516",NA
11225,NA,8940,NA,"453223534",NA
11226,NA,8940,NA,"540607973",NA
11227,NA,8940,NA,"879606614",NA
11228,NA,8940,NA,"476151442",NA
11229,NA,8940,NA,"075128742",NA
11230,NA,8940,NA,"568928854",NA
11231,NA,8940,NA,"086772347",NA
11232,NA,8940,NA,"816597089",NA
11233,NA,8940,NA,"893418296",NA
11234,NA,8940,NA,"481049701",NA
11235,NA,8940,NA,"267525253",NA
11236,NA,8940,NA,"783114334",NA
11237,NA,8940,NA,"840750656",NA
11238,NA,8940,NA,"146475823",NA
11239,NA,8940,NA,"400298898",NA
11240,NA,8717,NA,"5201TA","Inpatient Facility"
11241,NA,8756,NA,"5213UQ","Outpatient Facility"
11242,NA,8756,NA,"5200WC","Outpatient Facility"
11243,NA,8756,NA,"5200AB","Outpatient Facility"
11244,NA,8940,NA,"336853702",NA
11245,NA,8940,NA,"593847045",NA
11246,NA,8940,NA,"988138977",NA
11247,NA,8940,NA,"743702550",NA
11248,NA,8940,NA,"635099913",NA
11249,NA,8940,NA,"593145540",NA
11250,NA,8940,NA,"800160354",NA
11251,NA,8940,NA,"371314098",NA
11252,NA,8940,NA,"939850086",NA
11253,NA,8940,NA,"846789265",NA
11254,NA,8940,NA,"018818819",NA
11255,NA,8940,NA,"045261128",NA
11256,NA,8940,NA,"961925423",NA
11257,NA,8940,NA,"471647851",NA
11258,NA,8756,NA,"5200QS","Outpatient Facility"
11259,NA,8756,NA,"5213QB","Outpatient Facility"
11260,NA,8756,NA,"1401GD","Outpatient Facility"
11261,NA,8756,NA,"5213JM","Outpatient Facility"
11262,NA,8940,NA,"188145876",NA
11263,NA,8940,NA,"888468412",NA
11264,NA,8940,NA,"457167027",NA
11265,NA,8940,NA,"423677238",NA
11266,NA,8940,NA,"186085792",NA
11267,NA,8940,NA,"339714799",NA
11268,NA,8940,NA,"000454767",NA
11269,NA,8940,NA,"091623260",NA
11270,NA,8940,NA,"733034961",NA
11271,NA,8940,NA,"540566278",NA
11272,NA,8940,NA,"369395301",NA
11273,NA,8940,NA,"847779294",NA
11274,NA,8940,NA,"644614947",NA
11275,NA,8940,NA,"375381072",NA
11276,NA,8940,NA,"634428448",NA
11277,NA,8940,NA,"046318659",NA
11278,NA,8940,NA,"248281766",NA
11279,NA,8940,NA,"935542600",NA
11280,NA,8940,NA,"089715015",NA
11281,NA,8940,NA,"106530119",NA
11282,NA,8940,NA,"703725287",NA
11283,NA,8940,NA,"767280956",NA
11284,NA,8940,NA,"027015609",NA
11285,NA,8940,NA,"491539951",NA
11286,NA,8940,NA,"065746408",NA
11287,NA,8940,NA,"439517465",NA
11288,NA,8940,NA,"420804622",NA
11289,NA,8940,NA,"251190625",NA
11290,NA,8940,NA,"179430165",NA
11291,NA,8940,NA,"190966412",NA
11292,NA,8940,NA,"414033654",NA
11293,NA,8940,NA,"640727144",NA
11294,NA,8940,NA,"294638569",NA
11295,NA,8940,NA,"774495897",NA
11296,NA,8940,NA,"456291600",NA
11297,NA,8940,NA,"151370394",NA
11298,NA,8940,NA,"595845080",NA
11299,NA,8940,NA,"204303028",NA
11300,NA,8756,NA,"39036D","Outpatient Facility"
11301,NA,8756,NA,"1002PP","Outpatient Facility"
11302,NA,8756,NA,"3926KT","Outpatient Facility"
11303,NA,8756,NA,"3930SM","Outpatient Facility"
11304,NA,8756,NA,"3903XA","Outpatient Facility"
11305,NA,8756,NA,"3923SJ","Outpatient Facility"
11306,NA,8756,NA,"3925CC","Outpatient Facility"
11307,NA,8756,NA,"3901VU","Outpatient Facility"
11308,NA,8940,NA,"461283451",NA
11309,NA,8940,NA,"534381088",NA
11310,NA,8940,NA,"442842948",NA
11311,NA,8940,NA,"003908110",NA
11312,NA,8940,NA,"909011698",NA
11313,NA,8940,NA,"649186934",NA
11314,NA,8940,NA,"380167267",NA
11315,NA,8940,NA,"829972212",NA
11316,NA,8940,NA,"095137377",NA
11317,NA,8940,NA,"233309587",NA
11318,NA,8940,NA,"515782901",NA
11319,NA,8940,NA,"908178327",NA
11320,NA,8940,NA,"380558268",NA
11321,NA,8940,NA,"722381102",NA
11322,NA,8940,NA,"946744479",NA
11323,NA,8940,NA,"509942577",NA
11324,NA,8940,NA,"159615002",NA
11325,NA,8940,NA,"892939086",NA
11326,NA,8940,NA,"979377336",NA
11327,NA,8940,NA,"470098590",NA
11328,NA,8940,NA,"243776731",NA
11329,NA,8940,NA,"008892115",NA
11330,NA,8940,NA,"607572487",NA
11331,NA,8940,NA,"197359014",NA
11332,NA,8940,NA,"318555908",NA
11333,NA,8940,NA,"541925870",NA
11334,NA,8940,NA,"040010987",NA
11335,NA,8940,NA,"723816592",NA
11336,NA,8940,NA,"511277926",NA
11337,NA,8940,NA,"717383397",NA
11338,NA,8940,NA,"155944603",NA
11339,NA,8940,NA,"689741126",NA
11340,NA,8940,NA,"780728771",NA
11341,NA,8717,NA,"4200SD","Inpatient Facility"
11342,NA,8717,NA,"4200HJ","Inpatient Facility"
11343,NA,8756,NA,"4225AB","Outpatient Facility"
11344,NA,8756,NA,"4225MP","Outpatient Facility"
11345,NA,8756,NA,"4200KT","Outpatient Facility"
11346,NA,8756,NA,"4200JC","Outpatient Facility"
11347,NA,8940,NA,"651052789",NA
11348,NA,8940,NA,"133461291",NA
11349,NA,8940,NA,"356683000",NA
11350,NA,8940,NA,"931713044",NA
11351,NA,8940,NA,"647483558",NA
11352,NA,8940,NA,"604376870",NA
11353,NA,8940,NA,"168652387",NA
11354,NA,8940,NA,"063127267",NA
11355,NA,8940,NA,"009929519",NA
